LB&B Stock Status Web Scraper starting up...
Downloading from  http://www.lbbncabc.com/views/em_abc_stockstatus.asp
Parsing results
Connecting to SQL Server:
	 sqlserver://sa:test@127.0.0.1:1433/SQLExpress?app+name=LBBStockStatus&connection+timeout=30
NC CODE|Company|Brand|Balance|Comments|Allocation|Size|Cases Per Pallet|
237796|CAMPARI AMERICA|FORTY CREEK CONFEDERATION OAK|0||0|.75L|0|
237797|CAMPARI AMERICA|FORTY CREEK DBL BARREL RESERVE|0||0|.75L|0|
237920|BEAM SUNTORY|CLASSIC 12|0||0|1.75L|0|
237937|BEAM SUNTORY|TANGLE RIDGE|0||0|.75L|0|
237940|SAZERAC/ 375 PARK AVE SPIRITS|TAP RYE 8Y SHERRY FINISH|0||0|.75L|0|
23798|PERNOD RICARD USA|SMOOTH AMBLER CONTRADICTION|91||192||96|
238006|PROXIMO SPIRITS, INC|PENDLETON|0||0|.75L|50|
238008|PROXIMO SPIRITS, INC|PENDLETON 1910|0||0|.75L|0|
238017|SAZERAC|MILTARY SPECIAL CANADIAN|0||0|1.75L|0|
238021|SAZERAC|JAMES FOXE CANADIAN WHISKEY|0||0|.75L|0|
238023|HEAVEN HILL BRANDS|CANADIAN PREMIUM WHISKEY|0||0|1.75L|0|
238024|HEAVEN HILL BRANDS|CANADIAN PREMIUM WHISKEY|0||0|.75L|0|
238047|SAZERAC|MR BOSTON FIVE STAR CANAD WHKY|0||0|1.00L|0|
238306|CONSTELLATION BRANDS|BLACK VELVET TOASTED CARAMEL|0||0|.75L|0|
238518|HEAVEN HILL BRANDS|G.M. TIDDY'S CANADIAN|0||0|.75L|0|
23866|HEAVEN HILL BRANDS|HEAVEN HILL|161||225|1.75L|75|
23867|HEAVEN HILL BRANDS|HEAVEN HILL|134||210|.75L|70|
23880|HEAVEN HILL BRANDS|HENRY MCKENNA|389||780|1.75L|60|
23882|HEAVEN HILL BRANDS|HENRY MCKENNA|214||280|.75L|70|
239000|LEVECKE|UB WHISKEY 6|0||0|.75L|0|
23901|MARSALLE COMPANY|LEADSLINGERS BOURBON WHISKEY|70||180|.75L|60|
240006|PERNOD RICARD USA|REDBREAST 12Y CASK STRENGTH|0||0|.75L|0|
240011|SAZERAC|CONCANNON IRISH WHISKEY|0||0|.75L|0|
240018|BEAM SUNTORY|CONNEMARA 12Y SM IRISH WHISKEY|1||0|.75L|0|
240023|CASTLE BRANDS|CLONTAF 1014 CLASSIC BLEND|0||0|.75L|0|
240026|MHW/ CLASSIC MARKETING|CLADDAGH W/ 2 ROCK GLASSES|0||0|.375L|0|
240027|MHW/ CLASSIC MARKETING|CLADDAGH|0||0|.375L|0|
240038|LEVECKE|DEVLIN IRISH WHISKEY|0||0|.75L|0|
240075|DISARONNO INTERNATIONAL|THE IRISHMAN CASK STRENGTH|0||0|.75L|0|
240084|M. S. WALKER, INC.|THE POGUES IRISH WHISKEY|0||0|.75L|0|
240116|WILLIAM GRANT|TULLAMORE DEW CROCK|0||0|.75L|0|
240134|CASTLE BRANDS|KNAPPOGUE CASTLE TWIN WOOD|0||0|.75L|0|
240135|CASTLE BRANDS|KNAPPOGUE CASTLE TWIN WOOD 14Y|0||0|.75L|0|
240152|Winebow, Inc.|KINAHANS 10Y|0||0|.75L|0|
240153|Winebow, Inc.|KINAHANS BLENDED IRISH|0||0|.75L|0|
240156|SOUTHWEST SPIRITS  & WINE|KNOCKMORE|0||0|.75L|0|
240167|PROXIMO SPIRITS, INC|BUSHMILL MALT 16Y|0||0|.75L|0|
240176|PROXIMO SPIRITS, INC|BUSHMILLS|0||0|.375L|0|
240178|PROXIMO SPIRITS, INC|BUSHMILLS 21Y|0||0|.75L|0|
240200|PERNOD RICARD USA|POWERS JOHN LANE|0||0|.75L|0|
240202|PROXIMO SPIRITS, INC|BUSHMILLS RED BUSH|0||0|.375L|0|
240206|BACARDI  U.S.A.|TEELING SINGLE GRAIN|0||0|.75L|0|
240207|BACARDI  U.S.A.|TEELING SINGLE MALT|0||0|.75L|0|
240224|US DISTILLED PRODUCTS|WOLFHOUND IRISH WHISKEY|0||0|.75L|0|
240234|PALM BAY IMPORTS INC|BASTILLE|1||0|.75L|0|
240235|HEAVENLY SPIRITS LLC|AMORIK BRETON S.M. CLASSIC|0||0|.75L|0|
240236|HEAVENLY SPIRITS LLC|AMORIK BRETON S.M. DBL MATURAT|0||0|.75L|0|
240237|HEAVENLY SPIRITS LLC|AMORIK BRETON S.M. SHERRY FINI|0||0|.75L|0|
24026|KEEPER'S QUEST, INC|JW KELLY OLD MILFO STR BOURBON|45||300|.75L|100|
240263|HOTALING & CO|NIKKA COFFEY MALT WHISKEY|0||0|.75L|0|
240268|HOTALING & CO|KAVALAN CONCERTMASTER SGLE MAL|0||0|.75L|48|
240287|PARK ST IMP/ SAMSON & SURREY|BLUECOAT GIN|0||0|.75L|0|
240292|SAZERAC|MILITARY SPECIAL GIN|0||0|1.75L|0|
240296|MHW/ HAUS ALPENZ|AVERELL DAMSON GIN LIQUEUR|1||0|.75L|0|
240302|WISHKAH RIVER DISTILLERY|BULFINCH 83|0||0|.75L|0|
240304|PARK ST IMP/ BROOKLYN CRAFT|BROOKLYN GIN|0||0|.75L|0|
240310|HOOD RIVER|BIG GIN LONDON DRY|0||0|.75L|0|
240311|HOOD RIVER|BIG GIN PEAT BARREL|1||0|.75L|0|
24032|MOONRISE DISTILLERY INC.|JAMES HENRY BOURBON|31||300|.75L|100|
240444|DAVOS BRANDS|AVIATION HIGH PROOF GIN|0||0|.75L|0|
240448|SAZERAC NA, INC.|MR. BOSTON RIVA GIN|0||0|1.00L|0|
240455|FALCON SPIRITS|BOTANICA SPIRITVS|0||0|1.00L|0|
240457|CALEDONIA SPIRITS|BARR HILL GIN|0||0|.75L|0|
240504|STRIPED PIG DISTILLERY|STRIPED GIN|0||0|.75L|0|
240522|CALEDONIA SPIRITS|TOM CAT GIN|0||0|.75L|0|
240537|COPPER FOX DISTILLERY|VIR GIN|0||0|.75L|0|
240561|HOOD RIVER|BIG GIN BOURBON BARRELED|1||0|.75L|0|
240571|BOTTLE TREE BEVERAGE CO.|BRISTOW RESERVE|0||0|.75L|0|
240573|BOTTLE TREE BEVERAGE CO.|BRISTOW GIN|0||0|.75L|0|
240658|LUXCO|CALVERT|0||0|1.75L|0|
240661|PEAK SPIRITS|CAPROCK ORGANIC GIN|0||0|.75L|0|
240663|LEVECKE|CONCIERE GIN|0||0|1.00L|0|
240687|COPPER & KINGS AMERICAN BRANDY|COPPER & KING AMERICAN DRY GIN|0||0|.75L|0|
240705|DRY FLY DISTILLING|DRY FLY GIN|0||0|.75L|0|
240717|CHATHAM IMPORTS|FARMER'S BOTANICAL ORGANIC GIN|0||0|.75L|0|
240738|LEVECKE|FID STREET HAWAIIAN GIN|0||0|.75L|0|
240764|FLIGHT 69 GIN & SPIRITS|FLIGHT 69 GIN|0||0|.75L|0|
240782|HOTALING & CO|GENEVIEVE GENEVER GIN|0||0|.75L|0|
240851|HOTALING & CO|JUNIPERO|0||0|.75L|0|
240854|NEW COLUMBIA DISTILLERS|GREEN HAT GIN|0||0|.75L|0|
24087|BEAM SUNTORY|JIM BEAM RED STAG|193||208|1.75L|52|
240870|THE COUNTRY VINTNER|HALF MOON ORCHARD GIN|0||0|1.00L|0|
24088|BEAM SUNTORY|JIM BEAM RED STAG|331||420|.75L|70|
240880|HIGH WIRE DISTILLING CO|HAT TRICK BOTANICAL GIN|0||0|.75L|0|
240882|HIGH WIRE DISTILLING CO|HAT TRICK BARREL RESTED|0||0|.75L|0|
240887|ONE EIGHT DISTILLINGQ|IVY CITY GIN|0||0|.75L|0|
24089|BEAM SUNTORY|JIM BEAM RED STAG|75||180|.375L|90|
240893|DARK CORNER DISTILLERLY|JOCASSEE GIN|0||0|.75L|0|
240895|CHARLESTON DISTILLING CO|JASPER'S GIN|0||0|.75L|0|
240898|KOVAL INC|KOVAL DRY GIN|0||0|.75L|0|
240956|LOCAL CHOICE SPIRITS|LOCAL CHOICE GIN|0||0|.75L|0|
24096|BEAM SUNTORY|JIM BEAM 4Y TRV|115||864|.75L|108|
240973|FLORIDA CARIBBEAN DISTILLERS|LORD TALBOTT'S|0||0|1.00L|0|
24098|BEAM SUNTORY|JIM BEAM 4Y|3948|Overstock|3016|1.75L|52|
240992|LAIRD|LAIRD'S EXTRA DRY|0||0|.75L|0|
24100|BEAM SUNTORY|JIM BEAM 4Y|402||2240|.75L|70|
24104|BEAM SUNTORY|JIM BEAM 4Y|271||540|.375L|90|
241049|MONTEBELLO BRANDS, INC.|MCCALL|0||0|1.75L|0|
24105|BEAM SUNTORY|JIM BEAM WHITE LABEL REPLICA|91||324|.375L|108|
241063|MCCORMICK|MCCORMICK GIN|1||0|.75L|0|
241066|45TH PARALLEL|MIDWEST AMERICAN GIN|0||0|1.00L|0|
241069|DISTILLERY No.209 LTD|NO. 209 GIN CABER SAUV BRL GIN|0||0|.75L|0|
241070|DISTILLERY No.209 LTD|NO. 209 CHARDONNAY BRL RES GIN|0||0|.75L|0|
241071|DISTILLERY No.209 LTD|NO. 209 SAUV BLANC BRL RES GIN|0||0|.75L|0|
241090|PEARSON & PEARSON, LLC.|PRAIRIE WOLF LOYAL GIN|0||0|.75L|0|
241100|AMERICAN SPIRITS EXCHANGE|ROOM 101|0||0|.75L|0|
241109|OLD WORLD SPIRITS|RUSTY BLADE|0||0|.75L|0|
241236|RANSOM SPIRITS|RANSOM OLD TOM GIN|0||0|.75L|0|
241244|CHARLES JACQUIN ET CIE|JACQUIN'S ORANGE GIN|0||0|.375L|0|
241250|ROGUE SPIRITS|ROGUE PINOT SPRUCE GIN|0||0|.75L|0|
241318|PERNOD RICARD USA|SEAGRAM GRAPE TWISTED|0||0|.75L|0|
241374|SOUTHERN TIER DISTILLING|SOUTHERN TIER BRL RESERVE GIN|0||0|.75L|0|
241375|SOUTHERN TIER DISTILLING|SOUTHERN TIER CITRUS GIN|0||0|.75L|0|
241376|SOUTHERN TIER DISTILLING|SOUTHERN TIER GIN|0||0|.75L|0|
241392|SAZERAC|SUNSET HILLS GIN|0||0|.75L|0|
241867|AMERICAN SPIRITS EXCHANGE|WARWICK GIN|0||0|.75L|0|
241876|3 BADGE BEVERAGE CORP|UNCLE VAL'S PEPPERED GIN|0||0|.75L|0|
241877|3 BADGE BEVERAGE CORP|UNCLE VAL'S RESTORATIVE GIN|0||0|.75L|0|
24201|SAZERAC NA, INC.|KENTUCKY GENTLEMAN|511||825|1.75L|75|
24202|SAZERAC NA, INC.|KENTUCKY GENTLEMAN|257||675|.75L|75|
24205|SAZERAC NA, INC.|KENTUCKY GENTLEMAN|177||336|.375L|84|
24240|HEAVEN HILL BRANDS|KENTUCKY SUPREME|127||150|1.75L|75|
24241|HEAVEN HILL BRANDS|KENTUCKY SUPREME|165|Overstock|140|.75L|70|
242618|ALTITUDE SPIRITS|JUNIPER GREEN ORGANIC LONDON|0||0|.75L|0|
242622|CAMPARI AMERICA|BULLDOG GIN|0||0|1.75L|0|
242623|CAMPARI AMERICA|BULLDOG GIN|0||0|1.00L|0|
242627|Winebow, Inc.|BOOMSMA OUDE GENEVER|0||0|.75L|0|
242632|US DISTILLED PRODUCTS|BLOOM GIN|0||0|.75L|0|
242645|PACIFIC EDGE MARKETING GRP|CADENHEAD OLD RAJ DRY GIN|0||0|.75L|0|
242646|PACIFIC EDGE MARKETING GRP|CADENHEAD OLD RAJ DRY GIN|0||0|.75L|0|
242649|MHW/ COTSWOLD|COTSWOLDS DRY GIN|0||0|.75L|0|
242650|SAZERAC|CAORUNN GIN|0||0|.75L|0|
242658|HEAVENLY SPIRITS LLC|DIPLOME GIN|0||0|.75L|0|
242663|KEEPER'S QUEST, INC|EDEN MILL HOP GIN|0||0|.75L|0|
242667|TERLATO ARTISAN SPIRITS|LANGLEY'S GIN|0||0|.75L|0|
242668|INFINIUM SPIRITS|MALFY ROSA PINK GRAPEFRUIT GIN|0||0|.75L|0|
242669|INFINIUM SPIRITS|MALFY CON ARANCI BLOOD ORG GIN|0||0|.75L|0|
242671|INFINIUM SPIRITS|MALFY ORIGINATE GIN|0||0|.75L|0|
242672|PURPLE VALLEY IMPORTS|MAHON GIN|0||0|1.00L|0|
242673|PERNOD RICARD USA|MONKEY 47|2||0|1.00L|0|
242675|PERNOD RICARD USA|MONKEY 47|1||0|.375L|0|
242677|EPIC VENTURES|MAYFAIR GIN|0||0|.75L|0|
242686|MHW/ GOOD HARBOR|PORTOBELLO ROAD GIN NO 171|0||0|.75L|0|
242703|PARK ST IMP/ 86 CO.|FORDS GIN|0||0|1.00L|0|
24274|BEAM SUNTORY|MAKER'S MARK|313||800|1.75L|40|
24275|BEAM SUNTORY|MAKER'S MARK|1544||2025|.75L|45|
24278|BEAM SUNTORY|MAKER'S MARK|299||588|.375L|84|
24280|BEAM SUNTORY|MAKER'S 46|279||425|.75L|85|
24281|BEAM SUNTORY|MAKER'S 46|137|Overstock|132|.375L|66|
24284|BEAM SUNTORY|MARKER'S MARK CASK STRENGTH|77||234|.75L|78|
242909|FLEMISH LION, LLC|DIEP9|0||0|.75L|0|
242910|MHW/ LUCAS BOLS U.S.A., INC|DAMRAK GIN|0||0|1.00L|0|
242911|MHW/ LUCAS BOLS U.S.A., INC|DAMRAK GIN|0||0|.75L|0|
242914|PERNOD RICARD USA|BEEFEATER BURROUGHS RESERVE|0||0|.75L|0|
242928|MHW/ LIQUID PROJECTS|DINGLE GIN|0||0|.75L|0|
242932|PROXIMO SPIRITS, INC|BOODLES MULBERRY GIN|1||0|.75L|0|
242934|PROXIMO SPIRITS, INC|BOODLES BRITISH GIN|0||0|1.75L|0|
242954|USA WINE IMPORTS|G'VINE NOUAISON GIN|0||0|.75L|0|
242957|HOTALING & CO|NO.3 LONDON DRY GIN|0||0|.75L|0|
242963|PERNOD RICARD USA|PLYMOUTH NAVY STRENGTH GIN|0||0|.75L|0|
242969|DEUTSCH FAMILY WINE & SPIRIT|CITADELLE NO. MISTAKE OLD TOM|0||0|.75L|0|
242970|DEUTSCH FAMILY WINE & SPIRIT|CITADELLE GIN RESERVE SOLERA|0||0|.75L|0|
242979|MHW/ HAUS ALPENZ|HAYMAN'S OLD TOM GIN|0||0|.75L|0|
242980|MHW/ HAUS ALPENZ|HAYMAN ROYAL DOCK NAVY GIN|0||0|.75L|0|
242981|MHW/ HAUS ALPENZ|HAYMAN'S LONDON DRY|0||0|.75L|0|
242984|MHW/ HAUS ALPENZ|ROYAL DOCK NAVY STRENG GIN|0||0|.75L|0|
242991|A. Hardy USA, LTD|MICHAEL GODARD GIN|0||0|.75L|0|
242993|HOTALING & CO|NIKKA COFFEY GIN|0||0|.75L|0|
242996|MHW/ LIQUID SOLUTIONS|OLD DUFF 100% SINGLE MALT GENR|0||0|.75L|0|
242997|MHW/ LIQUID SOLUTIONS|OLD DUFF GENEVER|0||0|.75L|0|
243002|BEAM SUNTORY|SIPSMITH V.J.O.P.|0||0|.75L|0|
243005|MHW/ TOORANK|SLOANE'S DRY GIN|0||0|.75L|0|
243038|DIAGEO NA|TANQUERAY BLOOMSBURY|0||0|1.00L|0|
243050|US DISTILLED PRODUCTS|GREENALL'S GIN|0||0|.75L|0|
243062|KINDRED SPIRITS|MARTIN MILLERS WESTBOURNE GIN|0||0|.75L|0|
243069|KINDRED SPIRITS|MARTIN MILLER GIN|0||0|1.00L|0|
243074|MHW/ CRILLON|MAGELLAN|0||0|.75L|0|
243083|DIAGEO NA|NOLETS DRY GIN RESERVE|0||0|.75L|0|
243110|HOTALING & CO|UNGAVA GIN|0||0|.75L|0|
24318|HEAVEN HILL BRANDS|MATTINGLY & MOORE|315|Overstock|300|1.75L|75|
243255|MHW/ FUZZY SPIRITS|FUZZY'S ULTRA PREMIUM VODKA|0||0|.75L|0|
243264|HOOD RIVER|44 NORTH MAGIC VALLEY WHEAT|0||0|.75L|0|
243265|HOOD RIVER|44 NORTH HUCKLEBERRY VODKA|0||0|.75L|0|
243266|MAINE DISTILLERIES LLC|COLD RIVER BLUEBERRY|0||0|.75L|0|
243267|VISION WINE & SPIRITS|COLD RIVER VODKA|0||0|.75L|0|
243274|SAZERAC NA, INC.|BLUE WAVE VODKA|0||0|.75L|0|
243279|UGLY DOG DISTILLERY|UGLY DOG VODKA|0||0|.75L|0|
243284|Bendistillery, Inc.|CRATER LAKE VODKA|0||0|.75L|0|
243285|SQUARE ONE SPIRITS|SQUARE ONE BERGAMOT|0||0|.75L|0|
243288|SQUARE ONE SPIRITS|SQUARE ONE BASIL|0||0|.75L|0|
243289|SQUARE ONE SPIRITS|SQUARE ONE CUCUMBER|0||0|.75L|0|
243290|SQUARE ONE SPIRITS|SQUARE ONE ORGANIC VODKA|0||0|.75L|0|
243294|USDP/ PHILLIPS PRODUCTS|PRAIRIE ORGANIC VODKA|0||0|1.75L|0|
243295|PEARSON & PEARSON, LLC.|NUTLIQUOR|0||0|.75L|0|
243304|PARK ST IMP/ BEACH WHISKEY CO|AMERICAN HARVEST ORGANIC VODKA|0||0|.75L|0|
243316|PARK ST IMP/ OLD DOMINION|BELLE VODKA|0||0|1.00L|0|
243319|BLACK ROCK SPIRITS|BAKON VODKA|0||0|.75L|0|
243320|CRYSTAL SPIRITS  LLC|BUCKEYE VODKA|0||0|1.75L|0|
243321|CRYSTAL SPIRITS  LLC|BUCKEYE VODKA|0||0|.75L|0|
243322|PARK ST IMP/ BOUJAE|BOU'JAE  VODKA|0||0|.75L|0|
243324|MHW/ JOHNNY LOVE|JOHNNY LOVE ALOHA VODKA|0||0|.75L|0|
243326|MHW/ JOHNNY LOVE|JOHNNY LOVE PASSION VODKA|0||0|.75L|0|
243347|MHW/ INNOVATIVE LIQUORS|BEAR HUG CHOC INFUSION VODKA|0||0|.75L|0|
243348|MHW/ INNOVATIVE LIQUORS|BEAR HUG CRANBERRY INFUS VODKA|0||0|.75L|0|
243349|MHW/ INNOVATIVE LIQUORS|BEAR HUG ESPRESSO INFUS VODKA|0||0|.75L|0|
243353|BRECKENRIDGE DISTILLERY|BRECKENRIDGE VODKA|0||0|.75L|0|
243366|USA WINE WEST, LLC|DEATH'S DOOR VODKA|0||0|.75L|0|
243369|THE COUNTRY VINTNER|BOYD & BLAIR POTATO VODKA|0||0|.75L|0|
243372|BOTTLE TREE BEVERAGE CO.|CATHEAD PECAN VODKA|2||0|.75L|0|
243378|CHARBAY DISTILLERS|CHARBAY POMEGRANATE|0||0|.75L|0|
243384|CHARBAY DISTILLERS|CHARBAY RASPBERRY (12PK)|0||0|.75L|0|
243391|SAZERAC|BOWMAN'S LIGHT VODKA|0||0|1.75L|0|
243395|CHARBAY DISTILLERS|CHARBAY RUBY RED GRAPEFRUIT|0||0|.75L|0|
243398|CHARBAY DISTILLERS|CHARBAY BLOOD ORANGE|0||0|.75L|0|
243404|CHARBAY DISTILLERS|CHARBAY VODKA MEYER LEMON|0||0|.75L|0|
243409|CHARBAY DISTILLERS|CHARBAY VODKA|0||0|.75L|0|
243420|HEAVEN HILL BRANDS|BURNETT COCONUT|0||0|1.75L|0|
243441|HEAVEN HILL BRANDS|BURNETT'S CUCUMBER LIME|0||0|.75L|0|
243448|HEAVEN HILL BRANDS|BURNETT'S BLUEBERRY|0||0|1.75L|0|
243461|HEAVEN HILL BRANDS|BURNETT RUBY RED GRAPEFRUIT|0||0|.75L|0|
243463|HEAVEN HILL BRANDS|BURNETT'S LIMEADE|0||0|1.75L|0|
243465|PARCHED GROUP, LLC|CIRRUS VODKA|0||0|1.75L|0|
243466|HEAVEN HILL BRANDS|BURNETT'S PEAR FLAVORED VODKA|0||0|.75L|0|
243468|PARCHED GROUP, LLC|CIRRUS VODKA|0||0|.75L|0|
243478|LEVECKE|CONCIERE VODKA|0||0|1.00L|0|
243485|BEAM SUNTORY|PUCKER CITRUS SQUEEZE VODKA|0||0|.75L|0|
243502|PEARSON & PEARSON, LLC.|EMORY VODKA|0||0|.75L|0|
243507|THE WINE GROUP|CUPCAKE ORIGINAL VODKA|0||0|.75L|0|
243509|THE WINE GROUP|CUPCAKE FROSTING VODKA|0||0|.75L|0|
243511|THE WINE GROUP|CUPCAKE CHIFFON VODKA|0||0|.75L|0|
243523|HERITAGE DISTILLING|HDC BACON VODKA|0||0|.75L|0|
243524|HERITAGE DISTILLING|HDC BLOOD ORANGE VODKA|0||0|.75L|0|
243525|HERITAGE DISTILLING|HDC PEACH|0||0|.75L|0|
243526|HERITAGE DISTILLING|HDC POMEGRANATE|0||0|.75L|0|
243527|HERITAGE DISTILLING|HDC COFFEE VODKA|0||0|.75L|0|
243529|SAN LUIS SPIRITS, INC.|DRIPPING SPRINGS VODKA|0||0|.75L|0|
243530|DRY FLY DISTILLING|DRY FLY VODKA|0||0|.75L|0|
243538|CHATHAM IMPORTS|CROP ORGANIC SP PUMPKIN VODKA|0||0|.75L|0|
243539|CHATHAM IMPORTS|CROP ORGANIC  CUCUMBER VODKA|0||0|.75L|0|
243540|CHATHAM IMPORTS|CROP ORGANIC ARTISANAL VODKA|0||0|.75L|0|
243541|CHATHAM IMPORTS|CROP ORGANIC TOMATO VODKA|0||0|.75L|0|
243542|CHATHAM IMPORTS|CROP ORGANIC MEYER LEMON|0||0|.75L|0|
243564|OGDEN'S OWN DISTILLERY|FIVE WIVES HEAVENLY VODKA|0||0|.75L|0|
243573|SAZERAC|FIREFLY SWEET TEA VODKA|0||0|1.00L|0|
243613|HEAVEN HILL BRANDS|BURNETT'S MAPLE SYRUP|0||0|.75L|0|
243638|LOCAL CHOICE SPIRITS|GOLD STAR VODKA|0||15|.75L|15|
243650|SAZERAC|FIREFLY STRAIGHT VODKA|0||0|.75L|0|
243661|PARK ST IMP/ ISLAND CLUB BRAND|GEN BEAUREGARD DIXIE MINT VODK|0||0|.75L|0|
243662|PARK ST IMP/ ISLAND CLUB BRAND|DIXIE CITRUS|3||0|.75L|0|
243665|CONSTELLATION BRANDS|HIGH WEST VODKA 7000'|0||0|.75L|0|
243668|SAZERAC NA, INC.|NAKED JAY VODKA|0||0|.75L|0|
243678|GRAND TETON VODKA INC|GRAND TETON VODKA|0||0|.75L|0|
243680|GRAND TETON VODKA INC|BORN AND BRED VODKA|0||0|.75L|0|
243683|HOTALING & CO|HOPHEAD VODKA|0||0|.75L|0|
243701|DEHNER DISTILLERY|INGENIOZ|0||0|.75L|0|
243704|AMERICAN SPIRITS EXCHANGE|ANESTASIA VODKA|0||0|.75L|0|
243710|AMERICAN SPIRITS EXCHANGE|DEVOTION VODKA|0||0|.75L|0|
243712|AMERICAN SPIRITS EXCHANGE|DEVOTION BLACK & WHITE|0||0|.75L|0|
243713|AMERICAN SPIRITS EXCHANGE|DEVOTION BLOOD ORANGE|0||0|.75L|0|
243715|AMERICAN SPIRITS EXCHANGE|DEVOTION COCONUT|0||0|.75L|0|
243716|AMERICAN SPIRITS EXCHANGE|DEVOTION COSMO|0||0|.75L|0|
243717|AMERICAN SPIRITS EXCHANGE|DEVOTION WILD CHERRY|0||0|.75L|0|
243735|LEVECKE|ISLAND 808|0||0|1.75L|0|
243736|LEVECKE|ISLAND 808|0||0|.75L|0|
243738|LEVECKE|ISLAND 808 LYCHEE|0||0|.75L|0|
243739|LEVECKE|ISLAND 808 PINEAPPLE|0||0|.75L|0|
243740|LEVECKE|PINEAPPLE-ORANGE ISLAND VODKA|0||0|.75L|0|
243741|LEVECKE|ISLAND 808 COCONUT|0||0|.75L|0|
243742|LEVECKE|ISLAND 808 MANGO|0||0|.75L|0|
24375|OLD FORGE DISTILLERY|OLD FORGE RESERVE|60||300|.75L|100|
243750|L.I.P.S. IMPORTS|LIQUID ICED VODKA|0||0|.75L|0|
243753|BEAM SUNTORY|SKINNYGIRL TANGERINE|0||0|.75L|0|
243774|AMERICAN SPIRITS EXCHANGE|MARZ WHITE CRANBERRY|0||0|.375L|0|
243778|AMERICAN SPIRITS EXCHANGE|MARZ PREMIUM VODKA|0||0|.375L|0|
243779|AMERICAN SPIRITS EXCHANGE|MARZ|0||0|.75L|0|
243830|TRINCHERO FAMILY EST/ SUTTER HOME|MENAGE A TROIS VODKA|0||0|.75L|0|
243833|TERRESSENTIA CORP|MAC'S SPEED SHOP VODKA|0||0|.75L|0|
243836|PARK ST IMP/ HEMP LIQUOR|MYSCHYF VODKA|0||0|1.00L|0|
243850|45TH PARALLEL|MIDWEST AMERICAN VODKA|0||0|1.00L|0|
243852|LOCAL CHOICE SPIRITS|PREVE VODKA|0||0|.75L|0|
243854|SPEAKEASY SPIRITS|PICKERS PINEAPPLE|0||0|.75L|0|
243855|SPEAKEASY SPIRITS|PICKER BLUEBERRY VODKA|0||0|.75L|0|
243856|SPEAKEASY SPIRITS|PICKERS BLOOD ORANGE|0||0|.75L|0|
243857|SPEAKEASY SPIRITS|PICKERS|0||0|1.75L|0|
243862|PEARSON & PEARSON, LLC.|PRAIRIE WOLF VODKA|0||0|.75L|0|
243876|FLORIDA CARIBBEAN DISTILLERS|SONAVITCH|0||0|1.00L|0|
243890|OLD FOURTH DISTILLERY|OLD FOURTH DISTILLERY VODKA|0||0|.75L|0|
243913|USDP/ PHILLIPS PRODUCTS|UV VODKA 103|0||0|.75L|0|
243914|USDP/ PHILLIPS PRODUCTS|UV APPLE GREEN|0||0|.75L|0|
243915|USDP/ PHILLIPS PRODUCTS|UV VANILLA-IVORY|0||0|.75L|0|
243928|SAZERAC|MILITARY SPECIAL VODKA|0||0|1.75L|0|
243930|USDP/ PHILLIPS PRODUCTS|UV CANDY BAR|0||0|.75L|0|
243932|USDP/ PHILLIPS PRODUCTS|UV COCONUT|0||0|.75L|0|
243942|USDP/ PHILLIPS PRODUCTS|UV WHIPPED|0||0|.75L|0|
243943|USDP/ PHILLIPS PRODUCTS|UV GRAPE|0||0|.75L|0|
243960|TEMPERANCE DISTILLING|KVELL CINNAMON VODKA|0||0|.75L|0|
243971|PARK ST IMP/ CITRUS DISTILLERS|FIRST CLASS GOLD|0||0|.75L|0|
243972|PARK ST IMP/ CITRUS DISTILLERS|FIRST CLASS BLACK|0||0|.75L|0|
243980|US DISTILLED PRODUCTS|GRAYS PEAK VODKA MEYER LEMON|0||0|.75L|0|
244014|LEVECKE|PAU MAUL VODKA|0||0|.75L|0|
244015|LOCAL CHOICE SPIRITS|Q5 ENVI METROPOLITAN WHITE|0||0|.75L|0|
244036|ROGUE SPIRITS|ROGUE VOODOO BACON MAPLE VODKA|0||0|.75L|0|
244050|INFINIUM SPIRITS|SEAGRAM'S PLATINUM VODKA|0||0|1.75L|0|
244051|INFINIUM SPIRITS|SEAGRAM'S PLATINUM VODKA|0||0|.75L|0|
244070|INFINIUM SPIRITS|SEAGRAM'S SWEET TEA|0||0|.75L|0|
244079|CAMPARI AMERICA|SKYY INFUSIONS CHERRY|1||0|1.75L|0|
244080|CAMPARI AMERICA|SKYY INFUSIONS COCONUT|0||0|.75L|0|
244082|CAMPARI AMERICA|SKYY INFUSIONS GRAPE|0||0|.75L|0|
244099|CAMPARI AMERICA|SKYY INFUSIONS TEXAS GRAPEFRUT|0||0|.75L|0|
244106|CAMPARI AMERICA|SKYY 80|0||0|1.00L|0|
244119|GREAT DISMAL DISTILLERY|SILVER FOX VODKA|0||0|.75L|0|
244157|DIAGEO NA|SMIRNOFF VANILLA|0||0|1.75L|0|
244167|DIAGEO NA|SMIRNOFF WATERMELON|1||0|1.75L|0|
244170|DIAGEO NA|SMIRNOFF RUBY RED GRAPEFRUIT|0||0|.75L|0|
244182|DIAGEO NA|SMIRNOFF TWIST OF BLACK CHERRY|0||0|1.75L|0|
244191|HOOD RIVER|YAZI GINGER|0||0|.75L|0|
244217|DIAGEO NA|SMIRNOFF FLUFFED MARSHMALLOW|0||0|.75L|0|
